Ensemble HUGO OMIM_ID
ENSG00000021852 C8B 613789
ENSG00000177606 JUN NA
ENSG00000162604 TM2D1 NA
ENSG00000116641 DOCK7 NA
ENSG00000142856 ITGB3BP NA
ENSG00000116704 SLC35D1 269250
ENSG00000142864 SERBP1 NA
ENSG00000172380 GNG12 NA
ENSG00000116745 RPE65 613794
ENSG00000116745 RPE65 204100
ENSG00000066557 LRRC40 NA
ENSG00000118454 ANKRD13C NA
ENSG00000050628 PTGER3 NA
ENSG00000132485 ZRANB2 NA
ENSG00000172260 NEGR1 NA
ENSG00000116791 CRYZ NA
ENSG00000142892 PIGK NA
ENSG00000036549 ZZZ3 NA
ENSG00000077254 USP33 NA
ENSG00000162613 FUBP1 NA
ENSG00000117155 SSX2IP NA
ENSG00000171517 LPAR3 NA
ENSG00000055732 MCOLN3 NA
ENSG00000142867 BCL10 156240
ENSG00000117174 ZNHIT6 NA
ENSG00000183291 NA NA
ENSG00000137947 GTF2B NA
ENSG00000162645 GBP2 NA
ENSG00000162669 HFM1 NA
ENSG00000069702 TGFBR3 NA
ENSG00000174842 GLMN 138000
ENSG00000162676 GFI1 613107
ENSG00000162676 GFI1 607847
ENSG00000067208 EVI5 NA
ENSG00000117500 TMED5 NA
ENSG00000137936 BCAR3 NA
ENSG00000067334 DNTTIP2 NA
ENSG00000023909 GCLM NA
ENSG00000198691 ABCA4 604116
ENSG00000198691 ABCA4 601718
ENSG00000198691 ABCA4 248200
ENSG00000198691 ABCA4 153800
ENSG00000137962 ARHGAP29 NA
ENSG00000117525 F3 NA
ENSG00000117519 CNN3 NA
ENSG00000188641 DPYD 274270
ENSG00000137992 DBT 248600
ENSG00000118733 OLFM3 NA
ENSG00000060718 COL11A1 604841
ENSG00000060718 COL11A1 228520
ENSG00000060718 COL11A1 154780
ENSG00000134215 VAV3 NA
ENSG00000085491 SLC25A24 NA
ENSG00000162639 HENMT1 NA
ENSG00000085433 WDR47 NA
ENSG00000134222 PSRC1 NA
ENSG00000134243 SORT1 613589
ENSG00000143106 PSMA5 NA
ENSG00000134202 GSTM3 NA
ENSG00000198758 EPS8L3 NA
ENSG00000168679 SLC16A4 NA
ENSG00000177301 KCNA2 NA
ENSG00000177272 KCNA3 NA
ENSG00000156171 DRAM2 NA
ENSG00000085465 OVGP1 NA
ENSG00000116455 WDR77 NA
ENSG00000121933 ADORA3 NA
ENSG00000171385 KCND3 NA
ENSG00000155366 RHOC NA
ENSG00000155380 SLC16A1 610021
ENSG00000155380 SLC16A1 245340
ENSG00000081019 RSBN1 NA
ENSG00000134242 PTPN22 152700
ENSG00000134262 AP4B1 614066
ENSG00000134207 SYT6 NA
ENSG00000197323 TRIM33 188550
ENSG00000116748 AMPD1 NA
ENSG00000213281 NRAS 614470
ENSG00000213281 NRAS 613224
ENSG00000213281 NRAS 607785
ENSG00000009307 CSDE1 NA
ENSG00000052723 SIKE1 NA
ENSG00000134259 NGF 608654
ENSG00000118729 CASQ2 611938
ENSG00000177551 NHLH2 NA
ENSG00000116815 CD58 NA
ENSG00000196505 GDAP2 NA
ENSG00000116874 WARS2 NA
ENSG00000117281 CD160 NA
ENSG00000131791 PRKAB2 NA
ENSG00000131781 FMO5 NA
ENSG00000162836 ACP6 NA
ENSG00000143140 GJA5 614049
ENSG00000143140 GJA5 108770
ENSG00000183598 HIST2H3D NA
ENSG00000184678 HIST2H2BE NA
ENSG00000184270 HIST2H2AB NA
ENSG00000159164 SV2A NA
ENSG00000143368 SF3B4 154400
ENSG00000014914 MTMR11 NA
ENSG00000163113 OTUD7B NA
ENSG00000143401 ANP32E NA
ENSG00000117362 APH1A NA
ENSG00000143420 ENSA NA
ENSG00000143457 GOLPH3L NA
ENSG00000143452 HORMAD1 NA
ENSG00000163131 CTSS NA
ENSG00000143387 CTSK 265800
ENSG00000143437 ARNT NA
ENSG00000143418 CERS2 NA
ENSG00000143409 FAM63A NA
ENSG00000163159 VPS72 NA
ENSG00000143393 PI4KB NA
ENSG00000143390 RFX5 209920
ENSG00000143416 SELENBP1 NA
ENSG00000143442 POGZ NA
ENSG00000159409 CELF3 NA
ENSG00000143365 RORC NA
ENSG00000159445 THEM4 NA
ENSG00000197747 S100A10 NA
ENSG00000163191 S100A11 NA
ENSG00000159450 TCHH NA
ENSG00000163221 S100A12 NA
ENSG00000143546 S100A8 NA
ENSG00000197956 S100A6 NA
ENSG00000143621 ILF2 NA
ENSG00000147872 PLIN2 NA
ENSG00000160741 CRTC2 NA
ENSG00000143549 TPM3 609284
ENSG00000143549 TPM3 255310
ENSG00000143549 TPM3 188550
ENSG00000160714 UBE2Q1 NA
ENSG00000160710 ADAR 615010
ENSG00000160710 ADAR 127400
ENSG00000163344 PMVK NA
ENSG00000163346 PBXIP1 NA
ENSG00000163348 PYGO2 NA
ENSG00000160691 SHC1 NA
ENSG00000179085 DPM3 612937
ENSG00000163463 KRTCAP2 NA
ENSG00000185499 MUC1 174000
ENSG00000169231 THBS3 NA
ENSG00000116521 SCAMP3 NA
ENSG00000143627 PKLR 266200
ENSG00000143627 PKLR 102900
ENSG00000116539 ASH1L NA
ENSG00000116580 GON4L NA
ENSG00000143622 RIT1 615355
ENSG00000132680 KIAA0907 NA
ENSG00000116584 ARHGEF2 NA
ENSG00000163479 SSR2 NA
ENSG00000160803 UBQLN4 NA
ENSG00000198952 SMG5 NA
ENSG00000163468 CCT3 NA
ENSG00000116604 MEF2D NA
ENSG00000183856 IQGAP3 NA
ENSG00000160818 GPATCH4 NA
ENSG00000132688 NES NA
ENSG00000143320 CRABP2 NA
ENSG00000143319 ISG20L2 NA
ENSG00000143314 MRPL24 NA
ENSG00000143321 HDGF NA
ENSG00000027869 SH2D2A NA
ENSG00000132694 ARHGEF11 NA
ENSG00000160856 FCRL3 180300
ENSG00000073754 CD5L NA
ENSG00000158485 CD1B NA
ENSG00000163554 SPTA1 270970
ENSG00000163554 SPTA1 266140
ENSG00000163554 SPTA1 130600
ENSG00000132693 CRP NA
ENSG00000213085 CCDC19 NA
ENSG00000158710 TAGLN2 NA
ENSG00000085552 IGSF9 NA
ENSG00000143315 PIGM 610293
ENSG00000177807 KCNJ10 612780
ENSG00000162729 IGSF8 NA
ENSG00000162735 PEX19 614886
ENSG00000122218 COPA NA
ENSG00000066294 CD84 NA
ENSG00000117090 SLAMF1 NA
ENSG00000117091 CD48 NA
ENSG00000122223 CD244 NA
ENSG00000179914 ITLN1 NA
ENSG00000158773 USF1 602491
ENSG00000158773 USF1 144250
ENSG00000143217 PVRL4 613573
ENSG00000143256 PFDN2 NA
ENSG00000158796 DEDD NA
ENSG00000158850 B4GALT3 NA
ENSG00000158859 ADAMTS4 NA
ENSG00000158874 APOA2 107670
ENSG00000143257 NR1I3 NA
ENSG00000158887 MPZ 607791
ENSG00000158887 MPZ 607736
ENSG00000158887 MPZ 607677
ENSG00000158887 MPZ 605253
ENSG00000158887 MPZ 180800
ENSG00000158887 MPZ 145900
ENSG00000158887 MPZ 118200
ENSG00000158887 MPZ 103100
ENSG00000171722 C1orf111 NA
ENSG00000198574 SH2D1B NA
ENSG00000143248 RGS5 NA
ENSG00000162761 LMX1A NA
ENSG00000143171 RXRG NA
ENSG00000143149 ALDH9A1 NA
ENSG00000143183 TMCO1 614132
ENSG00000152382 TADA1 NA
ENSG00000143195 ILDR2 NA
ENSG00000198821 CD247 610163
ENSG00000143162 CREG1 NA
ENSG00000143199 ADCY10 143870
ENSG00000143158 MPC2 NA
ENSG00000143196 DPT NA
ENSG00000143156 NME7 NA
ENSG00000117477 CCDC181 NA
ENSG00000198734 F5 614389
ENSG00000198734 F5 601367
ENSG00000198734 F5 600880
ENSG00000198734 F5 227400
ENSG00000198734 F5 188055
ENSG00000174175 SELP 601367
ENSG00000174175 SELP 173610
ENSG00000188404 SELL NA
ENSG00000007908 SELE NA
ENSG00000171806 METTL18 NA
ENSG00000000457 SCYL3 NA
ENSG00000075945 KIFAP3 NA
ENSG00000034971 MYOC 231300
ENSG00000034971 MYOC 137750
ENSG00000117533 VAMP4 NA
ENSG00000135845 PIGC NA
ENSG00000120337 TNFSF18 NA
ENSG00000117601 SERPINC1 613118
ENSG00000120333 MRPS14 NA
ENSG00000116147 TNR NA
ENSG00000143207 RFWD2 NA
ENSG00000116194 ANGPTL1 NA
ENSG00000143322 ABL2 NA
ENSG00000116218 NPHS2 600995
ENSG00000169905 TOR1AIP2 NA
ENSG00000135821 GLUL 610015
ENSG00000135828 RNASEL 601518
ENSG00000135828 RNASEL 176807
ENSG00000143333 RGS16 NA
ENSG00000116701 NCF2 233710
ENSG00000162704 ARPC5 NA
ENSG00000198756 COLGALT2 NA
ENSG00000121486 TRMT1L NA
ENSG00000116679 IVNS1ABP NA
ENSG00000047410 TPR 188550
ENSG00000116703 PDC NA
ENSG00000073756 PTGS2 NA
ENSG00000116750 UCHL5 NA
ENSG00000023572 GLRX2 NA
ENSG00000143278 F13B 613235
ENSG00000066279 ASPM 608716
ENSG00000162702 ZNF281 NA
ENSG00000118193 KIF14 NA
ENSG00000116852 KIF21B NA
ENSG00000081248 CACNA1S 601887
ENSG00000081248 CACNA1S 188580
ENSG00000081248 CACNA1S 170400
ENSG00000116857 TMEM9 NA
ENSG00000118194 TNNT2 612422
ENSG00000118194 TNNT2 601494
ENSG00000118194 TNNT2 115195
ENSG00000159166 LAD1 NA
ENSG00000159173 TNNI1 NA
ENSG00000174307 PHLDA3 NA
ENSG00000159176 CSRP1 NA
ENSG00000143851 PTPN7 NA
ENSG00000143858 SYT2 NA
ENSG00000117139 KDM5B NA
ENSG00000183155 RABIF NA
ENSG00000117153 KLHL12 NA
ENSG00000159346 ADIPOR1 NA
ENSG00000159348 CYB5R1 NA
ENSG00000122180 MYOG NA
ENSG00000122176 FMOD NA
ENSG00000143839 REN 613092
ENSG00000143839 REN 267430
ENSG00000170498 KISS1 614842
ENSG00000158615 PPP1R15B NA
ENSG00000133056 PIK3C2B NA
ENSG00000170382 LRRN2 NA
ENSG00000117222 RBBP5 NA
ENSG00000133059 DSTYK NA
ENSG00000163545 NUAK2 NA
ENSG00000069275 NUCKS1 NA
ENSG00000117280 RAB7L1 NA
ENSG00000162877 PM20D1 NA
ENSG00000143486 EIF2D NA
ENSG00000136634 IL10 614395
ENSG00000162896 PIGR NA
ENSG00000182795 C1orf116 NA
ENSG00000174059 CD34 NA
ENSG00000076356 PLXNA2 NA
ENSG00000196878 LAMB3 226700
ENSG00000196878 LAMB3 226650
ENSG00000117595 IRF6 608864
ENSG00000117595 IRF6 119500
ENSG00000117595 IRF6 119300
ENSG00000143473 KCNH1 NA
ENSG00000170385 SLC30A1 NA
ENSG00000117650 NEK2 NA
ENSG00000123685 BATF3 NA
ENSG00000117697 NSL1 NA
ENSG00000152104 PTPN14 613611
ENSG00000196482 ESRRG NA
ENSG00000136628 EPRS NA
ENSG00000162813 BPNT1 NA
ENSG00000143507 DUSP10 NA
ENSG00000143514 TP53BP2 NA
ENSG00000120963 ZNF706 NA
ENSG00000143748 NVL NA
ENSG00000162923 WDR26 NA
ENSG00000143815 LBR 613471
ENSG00000143815 LBR 215140
ENSG00000143815 LBR 169400
ENSG00000154380 ENAH NA
ENSG00000196187 TMEM63A NA
ENSG00000143811 PYCR2 NA
ENSG00000183814 LIN9 NA
ENSG00000143799 PARP1 NA
ENSG00000143772 ITPKB NA
ENSG00000143776 CDC42BPA NA
ENSG00000143816 WNT9A NA
ENSG00000143793 C1orf35 NA
ENSG00000154370 TRIM11 NA
ENSG00000162931 TRIM17 NA
ENSG00000168148 HIST3H3 NA
ENSG00000181218 HIST3H2A NA
ENSG00000154429 CCSAP NA
ENSG00000143632 ACTA1 255310
ENSG00000143632 ACTA1 161800
ENSG00000135801 TAF5L NA
ENSG00000135744 AGT 267430
ENSG00000135744 AGT 145500
ENSG00000182118 FAM89A NA
ENSG00000135766 EGLN1 609820
ENSG00000116991 SIPA1L2 NA
ENSG00000168264 IRF2BP2 NA
ENSG00000173726 TOMM20 NA
ENSG00000054267 ARID4B NA
ENSG00000168243 GNG4 NA
ENSG00000143669 LYST 214500
ENSG00000116962 NID1 NA
ENSG00000086619 ERO1LB NA
ENSG00000119285 HEATR1 NA
ENSG00000205358 MT1H NA
ENSG00000116996 ZP4 NA
ENSG00000180875 GREM2 NA
ENSG00000091483 FH 606812
ENSG00000091483 FH 150800
ENSG00000203668 CHML NA
ENSG00000117020 AKT3 603387
ENSG00000185420 SMYD3 NA
ENSG00000162851 TFB2M NA
ENSG00000135747 ZNF670 NA
ENSG00000162714 ZNF496 NA
ENSG00000175137 SH3BP5L NA
ENSG00000143727 ACP1 NA
ENSG00000115705 TPO 274500
ENSG00000186487 MYT1L NA
ENSG00000151360 ALLC NA
ENSG00000176887 SOX11 NA
ENSG00000151692 RNF144A NA
ENSG00000115738 ID2 NA
ENSG00000151693 ASAP2 NA
ENSG00000119203 CPSF3 NA
ENSG00000115750 TAF1B NA
ENSG00000134317 GRHL1 NA
ENSG00000171848 RRM2 NA
ENSG00000115756 HPCAL1 NA
ENSG00000162975 KCNF1 NA
ENSG00000134324 LPIN1 268200
ENSG00000071575 TRIB2 NA
ENSG00000079785 DDX1 NA
ENSG00000134323 MYCN 164280
ENSG00000163032 VSNL1 NA
ENSG00000170745 KCNS3 NA
ENSG00000143878 RHOB NA
ENSG00000143869 GDF7 NA
ENSG00000173960 UBXN2A NA
ENSG00000084676 NCOA1 NA
ENSG00000084733 RAB10 NA
ENSG00000138029 HADHB 609015
ENSG00000157856 DRC1 615294
ENSG00000171303 KCNK3 615344
ENSG00000115163 CENPA NA
ENSG00000157851 DPYSL5 NA
ENSG00000084764 MAPRE3 NA
ENSG00000138080 EMILIN1 NA
ENSG00000138030 KHK 229800
ENSG00000138085 ATRAID NA
ENSG00000084774 CAD NA
ENSG00000138100 TRIM54 NA
ENSG00000115234 SNX17 NA
ENSG00000115216 NRBP1 NA
ENSG00000084734 GCKR 613463
ENSG00000075426 FOSL2 NA
ENSG00000163803 PLB1 NA
ENSG00000013016 EHD3 NA
ENSG00000021574 SPAST 182601
ENSG00000152683 SLC30A6 NA
ENSG00000119820 YIPF4 NA
ENSG00000115760 BIRC6 NA
ENSG00000018699 TTC27 NA
ENSG00000049323 LTBP1 NA
ENSG00000152689 RASGRP3 NA
ENSG00000150938 CRIM1 NA
ENSG00000152133 GPATCH11 NA
ENSG00000115828 QPCT NA
ENSG00000152147 GEMIN6 NA
ENSG00000188010 MORN2 NA
ENSG00000143924 EML4 NA
ENSG00000057935 MTA3 NA
ENSG00000138036 DYNC2LI1 NA
ENSG00000143921 ABCG8 611465
ENSG00000143921 ABCG8 210250
ENSG00000138032 PPM1B NA
ENSG00000143919 CAMKMT NA
ENSG00000138083 SIX3 157170
ENSG00000171132 PRKCE NA
ENSG00000116016 EPAS1 611783
ENSG00000119878 CRIPT NA
ENSG00000171150 SOCS5 NA
ENSG00000119888 EPCAM 613244
ENSG00000119888 EPCAM 613217
ENSG00000095002 MSH2 608089
ENSG00000095002 MSH2 158320
ENSG00000095002 MSH2 120435
ENSG00000116062 MSH6 614350
ENSG00000116062 MSH6 608089
ENSG00000116062 MSH6 276300
ENSG00000170802 FOXN2 NA
ENSG00000162869 PPP1R21 NA
ENSG00000143942 CHAC2 NA
ENSG00000115306 SPTBN1 NA
ENSG00000163001 CCDC104 NA
ENSG00000028116 VRK2 NA
ENSG00000162924 REL NA
ENSG00000162928 PEX13 614885
ENSG00000162928 PEX13 614883
ENSG00000173209 AHSA2 NA
ENSG00000115504 EHBP1 611868
ENSG00000115507 OTX1 NA
ENSG00000014641 MDH1 NA
ENSG00000169764 UGP2 NA
ENSG00000115902 SLC1A4 NA
ENSG00000138071 ACTR2 NA
ENSG00000143995 MEIS1 612853
ENSG00000115956 PLEK NA
ENSG00000169604 ANTXR1 602089
ENSG00000169604 ANTXR1 230740
ENSG00000087338 GMCL1 NA
ENSG00000124380 SNRNP27 NA
ENSG00000059728 MXD1 NA
ENSG00000169564 PCBP1 NA
ENSG00000116039 ATP6V1B1 267300
ENSG00000124357 NAGK NA
ENSG00000124383 MPHOSPH10 NA
ENSG00000075292 ZNF638 NA
ENSG00000116096 SPR 612716
ENSG00000135638 EMX1 NA
ENSG00000135624 CCT7 NA
ENSG00000116127 ALMS1 203800
ENSG00000124356 STAMBP 614261
ENSG00000163017 ACTG2 NA
ENSG00000065911 MTHFD2 NA
ENSG00000115274 INO80B NA
ENSG00000115297 TLX2 NA
ENSG00000115317 HTRA2 610297
ENSG00000115317 HTRA2 168600
ENSG00000115325 DOK1 NA
ENSG00000135622 SEMA4F NA
ENSG00000159399 HK2 NA
ENSG00000115350 POLE4 NA
ENSG00000115364 MRPL19 NA
ENSG00000115386 REG1A NA
ENSG00000034510 TMSB10 NA
ENSG00000176407 KCMF1 NA
ENSG00000152284 TCF7L1 NA
ENSG00000168906 MAT2A NA
ENSG00000118640 VAMP8 NA
ENSG00000168883 USP39 NA
ENSG00000168874 ATOH8 NA
ENSG00000132300 PTCD3 NA
ENSG00000115548 KDM3A NA
ENSG00000115593 SMYD1 NA
ENSG00000144115 THNSL2 NA
ENSG00000172073 TEX37 NA
ENSG00000153574 RPIA 608611
ENSG00000163060 TEKT4 NA
ENSG00000163067 ZNF2 NA
ENSG00000115041 KCNIP3 NA
ENSG00000144021 CIAO1 NA
ENSG00000121152 NCAPH NA
ENSG00000196843 ARID5A NA
ENSG00000158158 CNNM4 217080
ENSG00000168763 CNNM3 NA
ENSG00000135940 COX5B NA
ENSG00000115085 ZAP70 269840
ENSG00000144191 CNGA3 216900
ENSG00000040933 INPP4A NA
ENSG00000115446 UNC50 NA
ENSG00000144182 LIPT1 NA
ENSG00000158417 EIF5B NA
ENSG00000071082 RPL31 NA
ENSG00000158435 CNOT11 NA
ENSG00000071054 MAP4K4 NA
ENSG00000115590 IL1R2 NA
ENSG00000115594 IL1R1 NA
ENSG00000115598 IL1RL2 NA
ENSG00000115604 IL18R1 NA
ENSG00000115607 IL18RAP NA
ENSG00000115616 SLC9A2 NA
ENSG00000198914 POU3F3 NA
ENSG00000135972 MRPS9 NA
ENSG00000135973 GPR45 NA
ENSG00000071051 NCK2 NA
ENSG00000115665 SLC5A7 158580
ENSG00000169756 LIMS1 NA
ENSG00000153094 BCL2L11 NA
ENSG00000153208 MERTK 613862
ENSG00000153214 TMEM87B NA
ENSG00000114999 TTL NA
ENSG00000125630 POLR1B NA
ENSG00000144136 SLC20A1 NA
ENSG00000125571 IL37 NA
ENSG00000136695 IL36RN 614204
ENSG00000136697 IL1F10 NA
ENSG00000136689 IL1RN 612852
ENSG00000136689 IL1RN 612628
ENSG00000088205 DDX18 NA
ENSG00000115107 STEAP3 615234
ENSG00000171227 TMEM37 NA
ENSG00000088179 PTPN4 NA
ENSG00000115109 EPB41L5 NA
ENSG00000144118 RALB NA
ENSG00000163083 INHBB NA
ENSG00000074047 GLI2 610829
ENSG00000211460 TSN NA
ENSG00000155052 CNTNAP5 NA
ENSG00000136732 GYPC 611162
ENSG00000136732 GYPC 110750
ENSG00000115718 PROC 612304
ENSG00000115718 PROC 176860
ENSG00000169994 MYO7B NA
ENSG00000144230 GPR17 NA
ENSG00000136718 IMP4 NA
ENSG00000072135 PTPN18 NA
ENSG00000136002 ARHGEF4 NA
ENSG00000115762 PLEKHB2 NA
ENSG00000153086 ACMSD NA
ENSG00000082258 CCNT2 NA
ENSG00000048991 R3HDM1 NA
ENSG00000144224 UBXN4 NA
ENSG00000115919 KYNU NA
ENSG00000121989 ACVR2A NA
ENSG00000204406 MBD5 156200
ENSG00000135999 EPC2 NA
ENSG00000168280 KIF5C NA
ENSG00000123610 TNFAIP6 NA
ENSG00000080345 RIF1 NA
ENSG00000157827 FMNL2 NA
ENSG00000177917 ARL6IP6 NA
ENSG00000144278 GALNT13 NA
ENSG00000162989 KCNJ3 NA
ENSG00000115159 GPD2 NA
ENSG00000136542 GALNT5 NA
ENSG00000007001 UPP2 NA
ENSG00000144283 PKP4 NA
ENSG00000136536 MARCH7 NA
ENSG00000136560 TANK NA
ENSG00000115233 PSMD14 NA
ENSG00000115271 GCA NA
ENSG00000163092 XIRP2 NA
ENSG00000172318 B3GALT1 NA
ENSG00000163072 NOSTRIN NA
ENSG00000163093 BBS5 209900
ENSG00000138398 PPIG NA
ENSG00000144357 UBR3 NA
ENSG00000071909 MYO3B NA
ENSG00000125977 EIF2S2 NA
ENSG00000128683 GAD1 603513
ENSG00000115806 GORASP2 NA
ENSG00000071967 CYBRD1 NA
ENSG00000128708 HAT1 NA
ENSG00000172878 METAP1D NA
ENSG00000144355 DLX1 NA
ENSG00000091409 ITGA6 226730
ENSG00000152256 PDK1 NA
ENSG00000091428 RAPGEF4 NA
ENSG00000091436 NA NA
ENSG00000144306 SCRN3 NA
ENSG00000128714 HOXD13 610713
ENSG00000128714 HOXD13 192350
ENSG00000128714 HOXD13 186300
ENSG00000128714 HOXD13 186000
ENSG00000128714 HOXD13 113300
ENSG00000128714 HOXD13 113200
ENSG00000170178 HOXD12 NA
ENSG00000128713 HOXD11 NA
ENSG00000128710 HOXD10 192950
ENSG00000128709 HOXD9 NA
ENSG00000175879 HOXD8 NA
ENSG00000128652 HOXD3 NA
ENSG00000128654 MTX2 NA
ENSG00000018510 AGPS 600121
ENSG00000155636 RBM45 NA
ENSG00000170035 UBE2E3 NA
ENSG00000115232 ITGA4 NA
ENSG00000138434 SSFA2 NA
ENSG00000077232 DNAJC10 NA
ENSG00000162999 DUSP19 NA
ENSG00000163002 NUP35 NA
ENSG00000170396 ZNF804A NA
ENSG00000065548 ZC3H15 NA
ENSG00000138448 ITGAV NA
ENSG00000144366 GULP1 NA
ENSG00000168542 COL3A1 130050
ENSG00000168542 COL3A1 130020
ENSG00000168542 COL3A1 100070
ENSG00000138381 ASNSD1 NA
ENSG00000064933 PMS1 NA
ENSG00000187699 C2orf88 NA
ENSG00000151689 INPP1 NA
ENSG00000138386 NAB1 NA
ENSG00000115419 GLS NA
ENSG00000128641 MYO1B NA
ENSG00000115541 HSPE1 NA
ENSG00000115540 MOB4 NA
ENSG00000115896 PLCL1 NA
ENSG00000178074 C2orf69 NA
ENSG00000163535 SGOL2 NA
ENSG00000196290 NIF3L1 NA
ENSG00000119013 NDUFB3 NA
ENSG00000003402 CFLAR NA
ENSG00000003400 CASP10 613659
ENSG00000003400 CASP10 605027
ENSG00000003400 CASP10 603909
ENSG00000064012 CASP8 607271
ENSG00000064012 CASP8 211980
ENSG00000082146 STRADB NA
ENSG00000138395 CDK15 NA
ENSG00000155760 FZD7 NA
ENSG00000055044 NOP58 NA
ENSG00000204217 BMPR2 265450
ENSG00000204217 BMPR2 178600
ENSG00000138439 FAM117B NA
ENSG00000144426 NBEAL1 NA
ENSG00000138443 ABI2 NA
ENSG00000178562 CD28 NA
ENSG00000163599 CTLA4 610424
ENSG00000163599 CTLA4 609755
ENSG00000163599 CTLA4 601388
ENSG00000163599 CTLA4 152700
ENSG00000163599 CTLA4 109100
ENSG00000118257 NRP2 NA
ENSG00000114942 EEF1B2 NA
ENSG00000114948 ADAM23 NA
ENSG00000118246 FASTKD2 NA
ENSG00000118260 CREB1 612160
ENSG00000115020 PIKFYVE 121850
ENSG00000144407 PTH2R NA
ENSG00000078018 MAP2 NA
ENSG00000021826 CPS1 237300
ENSG00000138363 ATIC 608688
ENSG00000115414 FN1 601894
ENSG00000079246 XRCC5 NA
ENSG00000115457 IGFBP2 NA
ENSG00000180871 CXCR2 NA
ENSG00000163466 ARPC2 NA
ENSG00000127838 PNKD 118800
ENSG00000144579 CTDSP1 NA
ENSG00000127831 VIL1 NA
ENSG00000144580 RQCD1 NA
ENSG00000115556 PLCD4 NA
ENSG00000074582 BCS1L 603358
ENSG00000074582 BCS1L 262000
ENSG00000074582 BCS1L 124000
ENSG00000163482 STK36 NA
ENSG00000135929 CYP27A1 213700
ENSG00000115596 WNT6 NA
ENSG00000135925 WNT10A 257980
ENSG00000135925 WNT10A 224750
ENSG00000135925 WNT10A 150400
ENSG00000171450 CDK5R2 NA
ENSG00000144567 FAM134A NA
ENSG00000158552 ZFAND2B NA
ENSG00000163516 ANKZF1 NA
ENSG00000115661 STK16 NA
ENSG00000135924 DNAJB2 614881
ENSG00000175084 DES 615325
ENSG00000175084 DES 604765
ENSG00000175084 DES 601419
ENSG00000175084 DES 181400
ENSG00000072195 SPEG NA
ENSG00000144591 GMPPA NA
ENSG00000072182 ASIC4 NA
ENSG00000123999 INHA NA
ENSG00000144589 STK11IP NA
ENSG00000114923 SLC4A3 NA
ENSG00000163082 SGPP2 NA
ENSG00000123983 ACSL3 NA
ENSG00000152049 KCNE4 NA
ENSG00000135900 MRPL44 NA
ENSG00000144468 RHBDD1 NA
ENSG00000169031 COL4A3 203780
ENSG00000169031 COL4A3 141200
ENSG00000169031 COL4A3 104200
ENSG00000168958 MFF NA
ENSG00000173744 AGFG1 NA
ENSG00000115009 CCL20 NA
ENSG00000067066 SP100 NA
ENSG00000135932 CAB39 NA
ENSG00000135916 ITM2C NA
ENSG00000173692 PSMD1 NA
ENSG00000187514 PTMA NA
ENSG00000144524 COPS7B NA
ENSG00000144535 DIS3L2 267000
ENSG00000163283 ALPP NA
ENSG00000135902 CHRND 608930
ENSG00000135902 CHRND 601462
ENSG00000135902 CHRND 253290
ENSG00000196811 CHRNG 265000
ENSG00000196811 CHRNG 253290
ENSG00000135930 EIF4E2 NA
ENSG00000115468 EFHD1 NA
ENSG00000204120 GIGYF2 607688
ENSG00000168918 INPP5D NA
ENSG00000130561 SAG 613758
ENSG00000130561 SAG 258100
ENSG00000077044 DGKD NA
ENSG00000130147 SH3BP4 NA
ENSG00000157985 AGAP1 NA
ENSG00000144476 ACKR3 NA
ENSG00000198612 COPS8 NA
ENSG00000115648 MLPH 609227
ENSG00000071677 PRLH NA
ENSG00000124831 LRRFIP1 NA
ENSG00000132329 RAMP1 NA
ENSG00000184182 UBE2F NA
ENSG00000204104 TRAF3IP1 NA
ENSG00000065802 ASB1 NA
ENSG00000063660 GPC1 NA
ENSG00000172482 AGXT 259900
ENSG00000115685 PPP1R7 NA
ENSG00000006607 FARP2 NA
ENSG00000168395 ING5 NA
ENSG00000180902 D2HGDH 600721
ENSG00000204099 NEU4 NA
ENSG00000035115 SH3YL1 NA
ENSG00000032389 TSSC1 NA
ENSG00000182551 ADI1 NA
ENSG00000143797 MBOAT2 NA
ENSG00000119185 ITGB1BP1 NA
ENSG00000151694 ADAM17 614328
ENSG00000134308 YWHAQ NA
ENSG00000115758 ODC1 NA
ENSG00000115761 NOL10 NA
ENSG00000143870 PDIA6 NA
ENSG00000134318 ROCK2 NA
ENSG00000169016 E2F6 NA
ENSG00000169006 NTSR2 NA
ENSG00000151779 NBAS 614800
ENSG00000197872 FAM49A NA
ENSG00000163029 SMC6 NA
ENSG00000143867 OSR1 NA
ENSG00000118965 WDR35 614091
ENSG00000118965 WDR35 613610
ENSG00000132031 MATN3 608728
ENSG00000132031 MATN3 607078
ENSG00000132031 MATN3 140600
ENSG00000068697 LAPTM4A NA
ENSG00000115884 SDC1 NA
ENSG00000055917 PUM2 NA
ENSG00000118960 HS1BP3 NA
ENSG00000084674 APOB 144010
ENSG00000084674 APOB 107730
ENSG00000163026 C2orf44 NA
ENSG00000115128 NA NA
ENSG00000115129 TP53I3 NA
ENSG00000176732 PFN4 NA
ENSG00000198399 ITSN2 NA
ENSG00000115137 DNAJC27 NA
ENSG00000115138 POMC 609734
ENSG00000115138 POMC 601665
ENSG00000119772 DNMT3A NA
ENSG00000138101 DTNB NA
ENSG00000143970 ASXL2 NA
ENSG00000084731 KIF3C NA
ENSG00000084754 HADHA 609016
ENSG00000084754 HADHA 609015
ENSG00000115155 OTOF 601071
ENSG00000138073 PREB NA
